,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_hour_range
270,1,Internet,RoundTrip,259,82,9,7,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
271,5,Internet,RoundTrip,188,17,12,4,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
272,1,Internet,RoundTrip,129,25,9,1,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
273,2,Internet,RoundTrip,190,69,21,4,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
274,1,Internet,RoundTrip,172,54,8,2,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
275,1,Internet,RoundTrip,149,17,4,1,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
276,1,Internet,RoundTrip,15,28,7,7,AKLKUL,Saudi Arabia,0,0,0,8.83,1,Brief
277,4,Internet,RoundTrip,38,17,4,7,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
278,1,Mobile,RoundTrip,8,238,5,5,AKLKUL,New Zealand,1,1,0,8.83,0,Brief
279,1,Internet,RoundTrip,214,23,8,7,AKLKUL,New Zealand,1,1,0,8.83,0,Brief
280,1,Internet,RoundTrip,14,275,3,3,AKLKUL,Singapore,1,0,1,8.83,1,Brief
281,2,Internet,RoundTrip,9,84,13,5,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
282,1,Internet,RoundTrip,70,20,14,6,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
283,3,Internet,RoundTrip,35,17,3,7,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
284,4,Internet,RoundTrip,53,42,23,6,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
285,1,Internet,RoundTrip,77,28,15,3,AKLKUL,Malaysia,1,1,0,8.83,0,Brief
286,2,Internet,RoundTrip,259,39,21,4,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
287,1,Internet,RoundTrip,106,27,7,7,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
288,1,Internet,RoundTrip,194,86,3,7,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
289,1,Internet,RoundTrip,134,26,15,3,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
290,1,Internet,RoundTrip,3,36,16,7,AKLKUL,Malaysia,0,0,1,8.83,1,Brief
291,1,Internet,RoundTrip,149,17,2,4,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
292,2,Internet,RoundTrip,9,44,8,5,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
293,1,Internet,RoundTrip,37,95,17,2,AKLKUL,Netherlands,1,0,1,8.83,0,Brief
294,2,Internet,RoundTrip,183,34,11,5,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
295,1,Internet,RoundTrip,40,31,5,5,AKLKUL,New Zealand,1,1,1,8.83,0,Brief
296,1,Internet,RoundTrip,95,83,6,3,AKLKUL,New Zealand,0,0,0,8.83,1,Brief
297,1,Internet,RoundTrip,135,24,4,5,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
298,1,Mobile,RoundTrip,15,90,13,5,AKLKUL,Germany,1,0,1,8.83,0,Brief
299,1,Internet,RoundTrip,222,23,9,6,AKLKUL,Malaysia,0,0,1,8.83,1,Brief
300,2,Internet,RoundTrip,64,29,12,1,AKLKUL,Malaysia,1,0,0,8.83,1,Brief
301,1,Internet,RoundTrip,162,19,8,2,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
302,1,Internet,RoundTrip,22,27,9,7,AKLKUL,New Zealand,0,0,1,8.83,0,Brief
303,2,Internet,RoundTrip,150,31,8,7,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
304,1,Internet,RoundTrip,73,27,12,5,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
305,3,Internet,RoundTrip,133,19,9,6,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
306,1,Internet,OneWay,24,1,0,3,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
307,1,Internet,RoundTrip,66,20,14,7,AKLKUL,Malaysia,0,1,1,8.83,0,Brief
308,3,Internet,RoundTrip,89,22,6,6,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
309,2,Internet,RoundTrip,105,91,12,6,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
310,1,Internet,RoundTrip,115,95,9,4,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
311,1,Internet,RoundTrip,151,39,7,7,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
312,3,Internet,RoundTrip,349,18,20,1,AKLKUL,New Zealand,1,1,0,8.83,0,Brief
313,1,Internet,RoundTrip,13,18,9,5,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
314,2,Internet,RoundTrip,29,20,1,5,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
315,1,Mobile,RoundTrip,69,28,14,4,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
317,1,Internet,RoundTrip,6,21,3,5,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
318,2,Mobile,RoundTrip,23,31,4,1,AKLKUL,Indonesia,1,0,0,8.83,0,Brief
319,1,Internet,RoundTrip,197,19,3,1,AKLKUL,New Zealand,0,0,0,8.83,1,Brief
320,2,Internet,RoundTrip,368,65,2,7,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
321,1,Internet,RoundTrip,25,19,6,5,AKLKUL,Malaysia,1,1,0,8.83,0,Brief
322,1,Internet,RoundTrip,189,33,11,5,AKLKUL,Qatar,1,1,1,8.83,1,Brief
323,1,Mobile,RoundTrip,123,70,22,2,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
324,2,Internet,RoundTrip,298,22,7,2,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
325,1,Internet,RoundTrip,89,24,9,7,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
326,1,Internet,RoundTrip,241,125,11,3,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
327,2,Mobile,RoundTrip,195,27,2,3,AKLKUL,New Zealand,1,1,1,8.83,0,Brief
328,1,Mobile,RoundTrip,84,18,9,3,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
330,3,Internet,RoundTrip,95,24,8,2,AKLKUL,New Zealand,1,1,1,8.83,1,Brief
331,1,Internet,RoundTrip,122,54,5,4,AKLKUL,Hong Kong,0,0,1,8.83,0,Brief
332,2,Internet,RoundTrip,216,26,9,7,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
333,1,Internet,RoundTrip,89,20,23,3,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
334,1,Internet,RoundTrip,111,42,7,1,AKLKUL,Japan,1,0,0,8.83,1,Brief
335,1,Internet,RoundTrip,11,39,7,6,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
336,3,Internet,RoundTrip,174,17,3,3,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
337,2,Mobile,RoundTrip,162,18,4,4,AKLKUL,Malaysia,0,0,0,8.83,1,Brief
338,2,Internet,OneWay,139,1,8,5,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
339,1,Internet,RoundTrip,19,93,3,1,AKLKUL,New Zealand,1,1,1,8.83,0,Brief
340,1,Internet,RoundTrip,110,18,15,4,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
341,2,Internet,RoundTrip,9,54,7,4,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
342,1,Mobile,RoundTrip,47,28,15,7,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
343,6,Mobile,RoundTrip,349,21,5,7,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
344,2,Internet,RoundTrip,109,21,17,7,AKLKUL,Malaysia,1,1,1,8.83,1,Brief
345,1,Internet,RoundTrip,0,23,5,2,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
346,4,Internet,RoundTrip,38,21,0,1,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
347,1,Internet,RoundTrip,58,28,8,3,AKLKUL,New Zealand,0,0,1,8.83,0,Brief
348,4,Internet,RoundTrip,192,20,6,7,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
349,4,Mobile,RoundTrip,210,21,4,7,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
350,2,Internet,RoundTrip,326,22,12,7,AKLKUL,Malaysia,0,0,0,8.83,1,Brief
351,2,Internet,RoundTrip,13,17,10,2,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
352,2,Internet,RoundTrip,240,64,14,3,AKLKUL,Malaysia,0,1,0,8.83,0,Brief
353,1,Internet,RoundTrip,39,21,7,1,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
354,1,Internet,RoundTrip,23,35,8,7,AKLKUL,Indonesia,0,0,0,8.83,0,Brief
355,5,Internet,OneWay,198,34,14,1,AKLKUL,Hong Kong,1,1,1,8.83,0,Brief
356,1,Internet,RoundTrip,75,30,10,2,AKLKUL,Thailand,1,0,0,8.83,0,Brief
357,1,Internet,RoundTrip,54,20,8,1,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
358,1,Internet,RoundTrip,32,41,1,7,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
359,2,Internet,RoundTrip,101,34,17,4,AKLKUL,Switzerland,1,0,0,8.83,0,Brief
360,2,Internet,RoundTrip,294,49,16,2,AKLKUL,Japan,1,0,0,8.83,0,Brief
361,1,Internet,RoundTrip,304,59,0,3,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
362,3,Internet,RoundTrip,32,23,15,3,AKLKUL,Malaysia,1,0,0,8.83,1,Brief
363,2,Mobile,RoundTrip,160,24,22,3,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
364,3,Internet,RoundTrip,363,18,2,1,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
365,1,Internet,RoundTrip,214,31,9,7,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
366,1,Internet,RoundTrip,162,18,11,2,AKLKUL,Malaysia,1,0,0,8.83,1,Brief
367,5,Internet,RoundTrip,97,21,10,3,AKLKUL,Malaysia,1,1,0,8.83,1,Brief
368,2,Internet,RoundTrip,71,30,6,1,AKLKUL,New Zealand,1,1,0,8.83,1,Brief
369,2,Internet,RoundTrip,231,17,15,2,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
370,2,Internet,RoundTrip,163,35,12,5,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
371,1,Internet,RoundTrip,62,21,3,4,AKLKUL,Malaysia,1,1,0,8.83,0,Brief
372,1,Internet,RoundTrip,1,18,5,2,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
373,1,Internet,RoundTrip,314,19,8,3,AKLKUL,New Zealand,0,1,0,8.83,0,Brief
374,2,Internet,RoundTrip,178,69,9,5,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
375,1,Internet,RoundTrip,253,107,10,3,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
376,2,Internet,RoundTrip,81,43,6,4,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
377,1,Internet,RoundTrip,30,85,15,5,AKLKUL,Malaysia,1,0,0,8.83,1,Brief
378,1,Internet,RoundTrip,120,20,12,5,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
379,1,Internet,RoundTrip,25,19,3,3,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
380,1,Internet,RoundTrip,62,30,7,4,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
381,1,Internet,RoundTrip,58,17,6,3,AKLKUL,New Zealand,1,1,0,8.83,0,Brief
382,4,Internet,RoundTrip,268,18,13,2,AKLKUL,Philippines,1,0,1,8.83,0,Brief
383,2,Internet,RoundTrip,199,27,8,5,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
385,2,Internet,RoundTrip,159,29,21,7,AKLKUL,New Zealand,1,1,1,8.83,0,Brief
386,1,Internet,RoundTrip,171,35,8,3,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
387,1,Internet,RoundTrip,6,18,6,2,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
388,1,Internet,RoundTrip,269,29,9,7,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
389,1,Internet,RoundTrip,13,22,17,6,AKLKUL,United Kingdom,1,0,1,8.83,0,Brief
390,1,Internet,RoundTrip,301,121,15,7,AKLKUL,Malaysia,0,1,0,8.83,0,Brief
391,1,Internet,RoundTrip,301,34,0,6,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
392,1,Internet,RoundTrip,72,26,13,3,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
393,2,Internet,RoundTrip,224,18,16,2,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
394,3,Internet,RoundTrip,269,17,1,5,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
395,2,Internet,RoundTrip,246,24,4,6,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
396,1,Mobile,RoundTrip,44,19,7,7,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
397,1,Mobile,RoundTrip,32,60,2,3,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
398,2,Internet,RoundTrip,198,20,5,1,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
399,2,Internet,RoundTrip,94,22,15,5,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
400,1,Internet,RoundTrip,265,59,10,2,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
401,2,Internet,RoundTrip,229,20,7,4,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
402,2,Internet,RoundTrip,282,18,16,6,AKLKUL,Malaysia,1,1,0,8.83,0,Brief
403,1,Internet,RoundTrip,32,48,12,1,AKLKUL,Sri Lanka,0,0,0,8.83,0,Brief
404,2,Internet,RoundTrip,113,47,17,6,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
405,1,Mobile,RoundTrip,96,20,3,2,AKLKUL,New Zealand,1,1,1,8.83,0,Brief
406,1,Internet,RoundTrip,66,203,7,3,AKLKUL,Malaysia,0,0,0,8.83,1,Brief
407,1,Internet,RoundTrip,49,40,17,5,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
408,1,Internet,RoundTrip,3,49,11,2,AKLKUL,New Zealand,1,1,1,8.83,0,Brief
409,2,Internet,RoundTrip,254,30,8,5,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
410,1,Internet,RoundTrip,192,61,3,1,AKLKUL,New Zealand,0,1,1,8.83,0,Brief
411,1,Internet,RoundTrip,186,19,15,7,AKLKUL,Malaysia,0,0,0,8.83,1,Brief
412,2,Internet,RoundTrip,296,37,6,6,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
413,2,Internet,RoundTrip,74,31,7,3,AKLKUL,Malaysia,1,1,0,8.83,0,Brief
414,1,Internet,RoundTrip,283,56,9,1,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
415,1,Internet,RoundTrip,29,48,12,5,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
416,1,Internet,RoundTrip,8,188,6,7,AKLKUL,New Zealand,1,1,0,8.83,0,Brief
417,1,Mobile,RoundTrip,55,20,7,6,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
418,1,Internet,RoundTrip,231,89,11,7,AKLKUL,Malaysia,0,0,1,8.83,0,Brief
419,2,Internet,RoundTrip,250,30,12,3,AKLKUL,Singapore,1,1,1,8.83,1,Brief
420,2,Internet,RoundTrip,132,19,8,1,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
421,1,Internet,RoundTrip,123,78,15,5,AKLKUL,Germany,1,0,0,8.83,0,Brief
422,2,Internet,RoundTrip,54,209,12,3,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
423,2,Internet,RoundTrip,156,22,8,3,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
424,1,Internet,RoundTrip,26,126,7,2,AKLKUL,Japan,1,0,0,8.83,0,Brief
425,1,Internet,RoundTrip,285,20,14,3,AKLKUL,Malaysia,1,1,0,8.83,1,Brief
426,5,Internet,RoundTrip,343,43,4,4,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
427,1,Internet,RoundTrip,218,27,6,1,AKLKUL,Malaysia,0,0,1,8.83,0,Brief
428,2,Internet,RoundTrip,347,21,4,1,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
429,1,Internet,RoundTrip,363,31,16,7,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
430,4,Internet,RoundTrip,346,35,9,3,AKLKUL,New Zealand,1,1,0,8.83,0,Brief
431,1,Internet,RoundTrip,61,41,16,7,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
432,1,Internet,RoundTrip,87,23,8,2,AKLKUL,New Zealand,0,1,1,8.83,0,Brief
433,1,Internet,RoundTrip,352,20,1,7,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
434,1,Internet,RoundTrip,77,35,7,1,AKLKUL,Malaysia,0,0,1,8.83,0,Brief
435,2,Internet,RoundTrip,255,33,10,6,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
436,2,Internet,RoundTrip,139,21,17,3,AKLKUL,France,0,0,0,8.83,1,Brief
437,1,Internet,RoundTrip,280,80,8,1,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
438,2,Internet,RoundTrip,123,29,21,4,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
439,1,Internet,RoundTrip,11,30,5,1,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
440,6,Internet,RoundTrip,23,17,12,2,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
441,1,Internet,RoundTrip,269,20,6,2,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
442,1,Internet,RoundTrip,14,200,19,5,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
443,1,Internet,RoundTrip,267,91,7,2,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
444,1,Internet,RoundTrip,213,28,20,2,AKLKUL,Germany,1,0,0,8.83,0,Brief
445,1,Internet,RoundTrip,237,21,5,3,AKLKUL,United Kingdom,0,0,0,8.83,1,Brief
446,1,Internet,RoundTrip,191,17,14,3,AKLKUL,Croatia,0,0,0,8.83,0,Brief
447,1,Internet,RoundTrip,10,61,9,5,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
448,1,Internet,RoundTrip,244,30,3,3,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
449,2,Internet,RoundTrip,224,18,15,7,AKLKUL,Germany,0,0,0,8.83,0,Brief
450,3,Internet,RoundTrip,109,20,4,2,AKLKUL,Singapore,1,0,1,8.83,0,Brief
451,2,Internet,RoundTrip,265,37,10,4,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
452,2,Internet,RoundTrip,75,21,9,6,AKLKUL,Malaysia,0,0,0,8.83,1,Brief
453,1,Internet,RoundTrip,119,21,22,7,AKLKUL,Malaysia,0,1,0,8.83,0,Brief
454,1,Internet,RoundTrip,50,17,10,3,AKLKUL,Malaysia,1,1,1,8.83,1,Brief
455,1,Internet,RoundTrip,130,28,22,2,AKLKUL,New Zealand,1,1,1,8.83,0,Brief
457,1,Internet,RoundTrip,153,20,13,3,AKLKUL,Philippines,0,0,0,8.83,0,Brief
458,2,Internet,RoundTrip,74,22,13,3,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
459,1,Internet,RoundTrip,27,62,13,2,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
460,1,Mobile,RoundTrip,121,19,10,2,AKLKUL,Malaysia,1,0,0,8.83,1,Brief
461,1,Internet,RoundTrip,18,27,5,3,AKLKUL,New Zealand,1,1,1,8.83,0,Brief
462,1,Internet,RoundTrip,293,44,2,3,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
463,1,Internet,RoundTrip,207,78,15,5,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
464,1,Mobile,RoundTrip,280,35,2,7,AKLKUL,Malaysia,1,1,1,8.83,1,Brief
465,2,Internet,RoundTrip,82,18,11,2,AKLKUL,New Zealand,0,0,1,8.83,0,Brief
466,1,Internet,RoundTrip,86,29,3,5,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
467,1,Internet,RoundTrip,252,25,9,2,AKLKUL,Malaysia,0,0,0,8.83,1,Brief
468,1,Internet,RoundTrip,40,17,20,5,AKLKUL,United Kingdom,1,0,1,8.83,0,Brief
469,5,Internet,RoundTrip,81,17,14,4,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
470,1,Internet,RoundTrip,11,30,6,2,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
471,1,Internet,RoundTrip,254,60,20,2,AKLKUL,United Kingdom,0,0,0,8.83,0,Brief
472,1,Internet,RoundTrip,60,18,9,1,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
473,2,Internet,RoundTrip,8,25,6,6,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
474,1,Internet,RoundTrip,7,68,5,1,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
475,3,Internet,RoundTrip,92,34,11,1,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
476,1,Internet,RoundTrip,77,31,1,3,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
477,2,Internet,RoundTrip,358,27,7,6,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
478,1,Internet,RoundTrip,42,17,11,6,AKLKUL,New Zealand,0,0,1,8.83,0,Brief
479,5,Internet,RoundTrip,301,34,10,7,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
480,1,Mobile,RoundTrip,269,20,6,7,AKLKUL,Malaysia,0,0,0,8.83,0,Brief
481,1,Internet,RoundTrip,161,56,10,5,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
482,2,Internet,RoundTrip,182,31,6,1,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
483,1,Internet,RoundTrip,27,20,8,6,AKLKUL,Malaysia,1,1,0,8.83,0,Brief
484,4,Mobile,RoundTrip,292,22,5,3,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
485,2,Internet,RoundTrip,35,255,1,3,AKLKUL,New Zealand,1,0,0,8.83,1,Brief
486,2,Internet,RoundTrip,95,26,7,5,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
487,1,Internet,RoundTrip,34,28,8,6,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
488,2,Internet,RoundTrip,229,23,23,3,AKLKUL,South Korea,0,0,0,8.83,0,Brief
489,2,Internet,RoundTrip,73,17,15,7,AKLKUL,Malaysia,1,0,0,8.83,1,Brief
490,1,Internet,RoundTrip,159,20,15,7,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
491,1,Internet,RoundTrip,83,56,4,2,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
492,2,Internet,RoundTrip,363,18,0,7,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
493,1,Internet,RoundTrip,56,21,13,1,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
494,1,Internet,RoundTrip,41,41,15,1,AKLKUL,Malaysia,1,1,0,8.83,0,Brief
495,2,Internet,RoundTrip,40,63,9,1,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
496,1,Internet,RoundTrip,5,28,9,1,AKLKUL,New Zealand,1,0,1,8.83,1,Brief
497,2,Mobile,RoundTrip,79,37,11,7,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
498,1,Mobile,RoundTrip,94,64,9,7,AKLKUL,Malaysia,1,1,0,8.83,0,Brief
499,1,Internet,RoundTrip,282,26,1,7,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
500,2,Internet,RoundTrip,9,41,11,1,AKLKUL,Malaysia,1,0,0,8.83,1,Brief
501,1,Internet,RoundTrip,28,17,23,5,AKLKUL,United Kingdom,1,0,0,8.83,0,Brief
502,1,Internet,RoundTrip,61,83,2,3,AKLKUL,Malaysia,1,1,1,8.83,1,Brief
503,1,Internet,RoundTrip,82,21,0,2,AKLKUL,New Zealand,0,0,0,8.83,0,Brief
504,3,Internet,RoundTrip,122,19,13,1,AKLKUL,Malaysia,1,1,0,8.83,0,Brief
505,2,Internet,RoundTrip,203,28,11,5,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
506,2,Internet,RoundTrip,321,80,2,4,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
507,3,Internet,RoundTrip,259,21,9,6,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
508,7,Internet,RoundTrip,321,17,1,2,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
509,1,Internet,RoundTrip,83,92,6,7,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
510,2,Internet,RoundTrip,46,46,10,1,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
511,1,Internet,RoundTrip,107,18,1,4,AKLKUL,United States,0,0,0,8.83,0,Brief
512,2,Internet,RoundTrip,186,20,17,6,AKLKUL,Malaysia,1,1,1,8.83,1,Brief
514,1,Internet,RoundTrip,298,118,17,7,AKLKUL,United Kingdom,0,0,0,8.83,0,Brief
515,2,Internet,RoundTrip,133,19,17,3,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
516,1,Internet,RoundTrip,16,30,6,6,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
517,1,Internet,RoundTrip,58,21,4,6,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
518,1,Internet,RoundTrip,286,21,6,6,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
519,2,Internet,RoundTrip,349,17,17,7,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
520,1,Internet,RoundTrip,97,23,6,7,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
521,4,Internet,RoundTrip,393,17,23,1,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
522,1,Internet,RoundTrip,17,79,7,4,AKLKUL,Malaysia,1,0,1,8.83,1,Brief
523,1,Internet,RoundTrip,58,21,9,2,AKLKUL,New Zealand,1,0,0,8.83,1,Brief
524,1,Mobile,RoundTrip,225,107,5,1,AKLKUL,New Zealand,1,1,0,8.83,0,Brief
525,1,Internet,RoundTrip,125,181,13,1,AKLKUL,Malaysia,1,1,0,8.83,1,Brief
526,1,Internet,RoundTrip,7,20,5,1,AKLKUL,Malaysia,1,0,0,8.83,1,Brief
527,3,Internet,RoundTrip,222,17,2,3,AKLKUL,Malaysia,1,1,0,8.83,0,Brief
528,2,Internet,RoundTrip,17,90,7,3,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
529,1,Internet,RoundTrip,337,26,1,1,AKLKUL,France,0,0,1,8.83,0,Brief
531,1,Internet,RoundTrip,35,21,7,1,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
532,2,Internet,RoundTrip,162,18,8,5,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
533,2,Mobile,RoundTrip,52,28,14,3,AKLKUL,Malaysia,1,1,1,8.83,0,Brief
534,2,Internet,RoundTrip,329,25,15,6,AKLKUL,United States,1,1,1,8.83,1,Brief
535,2,Internet,RoundTrip,64,20,17,5,AKLKUL,New Zealand,1,0,0,8.83,0,Brief
536,1,Internet,RoundTrip,32,18,10,4,AKLKUL,New Zealand,1,0,0,8.83,1,Brief
537,1,Internet,RoundTrip,46,23,9,5,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
538,2,Internet,RoundTrip,89,21,14,3,AKLKUL,Malaysia,1,0,1,8.83,0,Brief
540,3,Internet,RoundTrip,71,18,8,2,AKLKUL,New Zealand,1,0,1,8.83,1,Brief
541,1,Mobile,RoundTrip,174,29,6,5,AKLKUL,New Zealand,1,0,1,8.83,0,Brief
542,2,Internet,RoundTrip,66,18,4,2,AKLKUL,Malaysia,0,0,1,8.83,1,Brief
543,1,Mobile,RoundTrip,94,92,8,7,AKLKUL,Malaysia,1,0,0,8.83,0,Brief
